mis_proyectos/freeRTOS_AntireboteEj3/out/freeRTOS_AntireboteEj3.elf:100000d0 00000001 b debugPrint
mis_proyectos/freeRTOS_AntireboteEj3/out/freeRTOS_AntireboteEj3.elf:100000d8 00002000 b ucHeap
mis_proyectos/freeRTOS_AntireboteEj3/out/freeRTOS_AntireboteEj3.elf:100000d4 00000004 b pucAlignedHeap.11323
mis_proyectos/freeRTOS_AntireboteEj3/out/freeRTOS_AntireboteEj3.elf:100020d8 00000004 b xNextFreeByte
mis_proyectos/freeRTOS_AntireboteEj3/out/freeRTOS_AntireboteEj3.elf:1a00088e 00000012 t prvGetDisinheritPriorityAfterTimeout
mis_proyectos/freeRTOS_AntireboteEj3/out/freeRTOS_AntireboteEj3.elf:1a0008a0 0000001e t prvIsQueueFull
mis_proyectos/freeRTOS_AntireboteEj3/out/freeRTOS_AntireboteEj3.elf:1a0008be 0000001a t prvIsQueueEmpty
mis_proyectos/freeRTOS_AntireboteEj3/out/freeRTOS_AntireboteEj3.elf:1a0008d8 00000076 t prvCopyDataToQueue
mis_proyectos/freeRTOS_AntireboteEj3/out/freeRTOS_AntireboteEj3.elf:1a00094e 00000024 t prvCopyDataFromQueue
mis_proyectos/freeRTOS_AntireboteEj3/out/freeRTOS_AntireboteEj3.elf:1a000972 0000006e t prvUnlockQueue
mis_proyectos/freeRTOS_AntireboteEj3/out/freeRTOS_AntireboteEj3.elf:1a000a64 00000022 t prvInitialiseNewQueue
mis_proyectos/freeRTOS_AntireboteEj3/out/freeRTOS_AntireboteEj3.elf:100020dc 00000168 b uxIdleTaskStack.10613
mis_proyectos/freeRTOS_AntireboteEj3/out/freeRTOS_AntireboteEj3.elf:10002244 000005a0 b uxTimerTaskStack.10620
mis_proyectos/freeRTOS_AntireboteEj3/out/freeRTOS_AntireboteEj3.elf:100027e4 00000060 b xIdleTaskTCB.10612
mis_proyectos/freeRTOS_AntireboteEj3/out/freeRTOS_AntireboteEj3.elf:10002844 00000060 b xTimerTaskTCB.10619
mis_proyectos/freeRTOS_AntireboteEj3/out/freeRTOS_AntireboteEj3.elf:1a0011e0 0000002c t prvResetNextTaskUnblockTime
mis_proyectos/freeRTOS_AntireboteEj3/out/freeRTOS_AntireboteEj3.elf:1a00120c 00000092 t prvInitialiseNewTask
mis_proyectos/freeRTOS_AntireboteEj3/out/freeRTOS_AntireboteEj3.elf:1a0012a0 00000068 t prvInitialiseTaskLists
mis_proyectos/freeRTOS_AntireboteEj3/out/freeRTOS_AntireboteEj3.elf:1a001308 000000ac t prvAddNewTaskToReadyList
mis_proyectos/freeRTOS_AntireboteEj3/out/freeRTOS_AntireboteEj3.elf:1a0013b4 00000038 t prvDeleteTCB
mis_proyectos/freeRTOS_AntireboteEj3/out/freeRTOS_AntireboteEj3.elf:1a0013ec 0000004c t prvCheckTasksWaitingTermination
mis_proyectos/freeRTOS_AntireboteEj3/out/freeRTOS_AntireboteEj3.elf:1a001438 00000028 t prvIdleTask
mis_proyectos/freeRTOS_AntireboteEj3/out/freeRTOS_AntireboteEj3.elf:1a001460 00000098 t prvAddCurrentTaskToDelayedList
mis_proyectos/freeRTOS_AntireboteEj3/out/freeRTOS_AntireboteEj3.elf:100028a8 00000004 b pxDelayedTaskList
mis_proyectos/freeRTOS_AntireboteEj3/out/freeRTOS_AntireboteEj3.elf:100028ac 00000004 b pxOverflowDelayedTaskList
mis_proyectos/freeRTOS_AntireboteEj3/out/freeRTOS_AntireboteEj3.elf:100028b0 0000008c b pxReadyTasksLists
mis_proyectos/freeRTOS_AntireboteEj3/out/freeRTOS_AntireboteEj3.elf:1000293c 00000004 b uxCurrentNumberOfTasks
mis_proyectos/freeRTOS_AntireboteEj3/out/freeRTOS_AntireboteEj3.elf:10002940 00000004 b uxDeletedTasksWaitingCleanUp
mis_proyectos/freeRTOS_AntireboteEj3/out/freeRTOS_AntireboteEj3.elf:10002944 00000004 b uxPendedTicks
mis_proyectos/freeRTOS_AntireboteEj3/out/freeRTOS_AntireboteEj3.elf:10002948 00000004 b uxSchedulerSuspended
mis_proyectos/freeRTOS_AntireboteEj3/out/freeRTOS_AntireboteEj3.elf:1000294c 00000004 b uxTaskNumber
mis_proyectos/freeRTOS_AntireboteEj3/out/freeRTOS_AntireboteEj3.elf:10002950 00000004 b uxTopReadyPriority
mis_proyectos/freeRTOS_AntireboteEj3/out/freeRTOS_AntireboteEj3.elf:10002954 00000014 b xDelayedTaskList1
mis_proyectos/freeRTOS_AntireboteEj3/out/freeRTOS_AntireboteEj3.elf:10002968 00000014 b xDelayedTaskList2
mis_proyectos/freeRTOS_AntireboteEj3/out/freeRTOS_AntireboteEj3.elf:1000297c 00000004 b xNextTaskUnblockTime
mis_proyectos/freeRTOS_AntireboteEj3/out/freeRTOS_AntireboteEj3.elf:10002980 00000004 b xNumOfOverflows
mis_proyectos/freeRTOS_AntireboteEj3/out/freeRTOS_AntireboteEj3.elf:10002984 00000014 b xPendingReadyList
mis_proyectos/freeRTOS_AntireboteEj3/out/freeRTOS_AntireboteEj3.elf:10002998 00000004 b xSchedulerRunning
